Report Date,Borough,Community District,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
2/28/22,Queens,6,Individuals,,,,,,,
2/28/22,Queens,7,Individuals,,,297,,,,
2/28/22,Queens,8,Individuals,,,,,,,298
2/28/22,Queens,9,Individuals,,,98,,,,
2/28/22,Queens,10,Individuals,,,162,51,,,
2/28/22,Queens,11,Individuals,,,,,,,
2/28/22,Queens,12,Individuals,,237,273,164,,,1359
2/28/22,Queens,13,Individuals,,,,723,,,817
2/28/22,Queens,14,Individuals,,234,64,74,,,154
2/28/22,Staten Island,1,Individuals,,,,,,,113
2/28/22,Staten Island,2,Individuals,,,,,,,
2/28/22,Staten Island,3,Individuals,,,,,,,
4/30/22,Bronx,1,Individuals,,,420,171,,,1113
4/30/22,Bronx,2,Individuals,,156,,,,,859
4/30/22,Bronx,3,Individuals,,,581,124,,,1217
4/30/22,Bronx,4,Individuals,,,357,,,,2104
4/30/22,Bronx,5,Individuals,,170,470,,,,1311
4/30/22,Bronx,6,Individuals,,,45,,,,2069
4/30/22,Bronx,7,Individuals,,,585,,,,405
4/30/22,Bronx,8,Individuals,,,,,,,218
4/30/22,Bronx,9,Individuals,,,247,,,,1124
4/30/22,Bronx,10,Individuals,,,,,,,583
4/30/22,Bronx,11,Individuals,,,,,,,
4/30/22,Bronx,12,Individuals,,,106,,,,269
4/30/22,Brooklyn,1,Individuals,,161,735,34,,,
4/30/22,Brooklyn,2,Individuals,,129,332,,,,72
4/30/22,Brooklyn,3,Individuals,,,522,,,,274
4/30/22,Brooklyn,4,Individuals,,,284,131,,,804
4/30/22,Brooklyn,5,Individuals,,,607,236,,,482
4/30/22,Brooklyn,6,Individuals,,105,249,274,,,412
4/30/22,Brooklyn,7,Individuals,,,187,498,,,279
4/30/22,Brooklyn,8,Individuals,,,162,88,,,399
4/30/22,Brooklyn,9,Individuals,,,265,,,,406
4/30/22,Brooklyn,10,Individuals,,,,,,,
4/30/22,Brooklyn,11,Individuals,,,,,,,
4/30/22,Brooklyn,12,Individuals,,,128,,,,144
4/30/22,Brooklyn,13,Individuals,,,,67,,,393
4/30/22,Brooklyn,14,Individuals,,,5,,,,86
4/30/22,Brooklyn,15,Individuals,,,,,,,164
4/30/22,Brooklyn,16,Individuals,,,585,463,,,2103
4/30/22,Brooklyn,17,Individuals,,,,,,,1027
4/30/22,Brooklyn,18,Individuals,,336,,,,,568
4/30/22,Manhattan,1,Individuals,,,,201,,,
4/30/22,Manhattan,2,Individuals,,,,,,,
4/30/22,Manhattan,3,Individuals,,,471,249,,,320
4/30/22,Manhattan,4,Individuals,,,358,34,,,
4/30/22,Manhattan,5,Individuals,,321,33,55,,,367
4/30/22,Manhattan,6,Individuals,,,600,,,,
4/30/22,Manhattan,7,Individuals,,198,162,,,,549
4/30/22,Manhattan,8,Individuals,,,32,,,,
4/30/22,Manhattan,9,Individuals,,,,,,,562
4/30/22,Manhattan,10,Individuals,,,657,,,,558
4/30/22,Manhattan,11,Individuals,,,1208,,,,549
4/30/22,Manhattan,12,Individuals,,,304,,,,
4/30/22,Queens,1,Individuals,,,183,174,,,344
4/30/22,Queens,2,Individuals,,270,,149,,,218
4/30/22,Queens,3,Individuals,,,,162,,,776
4/30/22,Queens,4,Individuals,,,,234,,,515
4/30/22,Queens,5,Individuals,,,174,,,,278
4/30/22,Queens,6,Individuals,,,,,,,
3/31/22,Bronx,1,Individuals,,,456,175,,,1075
3/31/22,Bronx,2,Individuals,,170,,,,,835
3/31/22,Bronx,3,Individuals,,,569,125,,,1196
3/31/22,Bronx,4,Individuals,,,368,,,,2144
3/31/22,Bronx,5,Individuals,,165,476,,,,1282
3/31/22,Bronx,6,Individuals,,,47,,,,2081
3/31/22,Bronx,7,Individuals,,,591,,,,407
3/31/22,Bronx,8,Individuals,,,,,,,213
3/31/22,Bronx,9,Individuals,,,261,,,,1116
3/31/22,Bronx,10,Individuals,,,,,,,575
3/31/22,Bronx,11,Individuals,,,,,,,
3/31/22,Bronx,12,Individuals,,,106,,,,274
3/31/22,Brooklyn,1,Individuals,,153,717,27,,,
3/31/22,Brooklyn,2,Individuals,,121,338,,,,70
3/31/22,Brooklyn,3,Individuals,,,538,,,,264
3/31/22,Brooklyn,4,Individuals,,,290,131,,,770
3/31/22,Brooklyn,5,Individuals,,,602,240,,,483
3/31/22,Brooklyn,6,Individuals,,109,257,263,,,389
3/31/22,Brooklyn,7,Individuals,,,177,516,,,260
3/31/22,Brooklyn,8,Individuals,,,280,88,,,381
3/31/22,Brooklyn,9,Individuals,,,266,,,,402
3/31/22,Brooklyn,10,Individuals,,,,,,,
3/31/22,Brooklyn,11,Individuals,,,,,,,
3/31/22,Brooklyn,12,Individuals,,,126,,,,138
3/31/22,Brooklyn,13,Individuals,,,,69,,,394
3/31/22,Brooklyn,14,Individuals,,,,,,,85
3/31/22,Brooklyn,15,Individuals,,,,,,,171
3/31/22,Brooklyn,16,Individuals,,,585,495,,,2073
3/31/22,Brooklyn,17,Individuals,,,,,,,1003
3/31/22,Brooklyn,18,Individuals,,356,,,,,514
3/31/22,Manhattan,1,Individuals,,,,235,,,
3/31/22,Manhattan,2,Individuals,,,,,,,
3/31/22,Manhattan,3,Individuals,,,433,263,,,334
3/31/22,Manhattan,4,Individuals,,,366,21,,,
3/31/22,Manhattan,5,Individuals,,319,32,52,,,477
3/31/22,Manhattan,6,Individuals,,,616,,,,
3/31/22,Manhattan,7,Individuals,,201,166,,,,567
3/31/22,Manhattan,8,Individuals,,,33,,,,
3/31/22,Manhattan,9,Individuals,,,,,,,560
3/31/22,Manhattan,10,Individuals,,,678,,,,560
3/31/22,Manhattan,11,Individuals,,,1205,,,,541
3/31/22,Manhattan,12,Individuals,,,311,,,,
3/31/22,Queens,1,Individuals,,,191,163,,,356
3/31/22,Queens,2,Individuals,,268,,158,,,197
3/31/22,Queens,3,Individuals,,,,161,,,805
3/31/22,Queens,4,Individuals,,,,222,,,526
3/31/22,Queens,5,Individuals,,,189,,,,276
3/31/22,Queens,6,Individuals,,,,,,,
3/31/22,Queens,7,Individuals,,,310,,,,
3/31/22,Queens,8,Individuals,,,,,,,297
3/31/22,Queens,9,Individuals,,,97,,,,
3/31/22,Queens,10,Individuals,,,161,55,,,
3/31/22,Queens,11,Individuals,,,,,,,
3/31/22,Queens,12,Individuals,,228,275,144,,,1229
3/31/22,Queens,13,Individuals,,,8,698,,,839
3/31/22,Queens,14,Individuals,,224,71,77,,,142
3/31/22,Staten Island,1,Individuals,,,,,,,133
3/31/22,Staten Island,2,Individuals,,,,,,,
3/31/22,Staten Island,3,Individuals,,,,,,,
4/30/22,Queens,7,Individuals,,,304,,,,
4/30/22,Queens,8,Individuals,,,,,,,313
4/30/22,Queens,9,Individuals,,,113,,,,
4/30/22,Queens,10,Individuals,,,169,52,,,
4/30/22,Queens,11,Individuals,,,,,,,
4/30/22,Queens,12,Individuals,,240,274,144,,,1404
4/30/22,Queens,13,Individuals,,,15,675,,,838
4/30/22,Queens,14,Individuals,,233,69,88,,,165
4/30/22,Staten Island,1,Individuals,,,,,,,125
4/30/22,Staten Island,2,Individuals,,,,,,,
4/30/22,Staten Island,3,Individuals,,,,,,,
6/30/22,Bronx,1,Individuals,,,423,177,,,1129
6/30/22,Bronx,2,Individuals,,144,,,,,873
6/30/22,Bronx,3,Individuals,,,642,108,,,1276
6/30/22,Bronx,4,Individuals,,,368,,,,2256
6/30/22,Bronx,5,Individuals,,160,483,,,,1313
6/30/22,Bronx,6,Individuals,,,40,,,,2142
6/30/22,Bronx,7,Individuals,,,565,,,,466
6/30/22,Bronx,8,Individuals,,,,,,,222
6/30/22,Bronx,9,Individuals,,,264,,,,1179
6/30/22,Bronx,10,Individuals,,,,,,,578
6/30/22,Bronx,11,Individuals,,,,,,,
6/30/22,Bronx,12,Individuals,,,101,,,,170
6/30/22,Brooklyn,1,Individuals,,159,770,32,,,
6/30/22,Brooklyn,2,Individuals,,154,318,,,,79
6/30/22,Brooklyn,3,Individuals,,,485,,,,260
6/30/22,Brooklyn,4,Individuals,,,289,130,,,824
6/30/22,Brooklyn,5,Individuals,,,638,239,,,485
6/30/22,Brooklyn,6,Individuals,,93,259,274,,,538
6/30/22,Brooklyn,7,Individuals,,,210,515,,,347
6/30/22,Brooklyn,8,Individuals,,,168,90,,,405
6/30/22,Brooklyn,9,Individuals,,,265,,,,421
6/30/22,Brooklyn,10,Individuals,,,,,,,
6/30/22,Brooklyn,11,Individuals,,,,,,,
6/30/22,Brooklyn,12,Individuals,,,129,,,,143
6/30/22,Brooklyn,13,Individuals,,,,64,,,427
6/30/22,Brooklyn,14,Individuals,,,27,,,,89
6/30/22,Brooklyn,15,Individuals,,,,,,,195
6/30/22,Brooklyn,16,Individuals,,,599,499,,,2356
6/30/22,Brooklyn,17,Individuals,,,,,,,1090
6/30/22,Brooklyn,18,Individuals,,337,,,,,585
6/30/22,Manhattan,1,Individuals,,,,162,,,
6/30/22,Manhattan,2,Individuals,,,,,,,
6/30/22,Manhattan,3,Individuals,,,444,231,,,324
6/30/22,Manhattan,4,Individuals,,,363,0,,408,
6/30/22,Manhattan,5,Individuals,,311,30,54,,,362
6/30/22,Manhattan,6,Individuals,,,635,,,,
6/30/22,Manhattan,7,Individuals,,187,57,,,,583
6/30/22,Manhattan,8,Individuals,,,33,,,,
6/30/22,Manhattan,9,Individuals,,,,,,,710
6/30/22,Manhattan,10,Individuals,,,529,,,,568
6/30/22,Manhattan,11,Individuals,,,1224,,,,560
6/30/22,Manhattan,12,Individuals,,,315,,,,
6/30/22,Queens,1,Individuals,,,187,142,,,368
6/30/22,Queens,2,Individuals,,298,,227,,,292
6/30/22,Queens,3,Individuals,,36,,173,,,854
6/30/22,Queens,4,Individuals,,,,238,,,546
6/30/22,Queens,5,Individuals,,,177,,,,290
6/30/22,Queens,6,Individuals,,,,,,,
6/30/22,Queens,7,Individuals,,,308,,,,
6/30/22,Queens,8,Individuals,,,,,,,310
6/30/22,Queens,9,Individuals,,,107,,,,
6/30/22,Queens,10,Individuals,,,165,88,,,
6/30/22,Queens,11,Individuals,,,,,,,
6/30/22,Queens,12,Individuals,,290,287,130,,,1460
6/30/22,Queens,13,Individuals,,,32,634,,,877
6/30/22,Queens,14,Individuals,,281,71,87,,,177
6/30/22,Staten Island,1,Individuals,,,,,,,152
6/30/22,Staten Island,2,Individuals,,,,,,,
6/30/22,Staten Island,3,Individuals,,,,,,,
5/31/22,Bronx,1,Individuals,,,425,166,,,1087
5/31/22,Bronx,2,Individuals,,160,,,,,854
5/31/22,Bronx,3,Individuals,,,587,117,,,1230
5/31/22,Bronx,4,Individuals,,,369,,,,2207
5/31/22,Bronx,5,Individuals,,160,480,,,,1295
5/31/22,Bronx,6,Individuals,,,53,,,,2073
5/31/22,Bronx,7,Individuals,,,576,,,,411
5/31/22,Bronx,8,Individuals,,,,,,,222
5/31/22,Bronx,9,Individuals,,,259,,,,1157
5/31/22,Bronx,10,Individuals,,,,,,,579
5/31/22,Bronx,11,Individuals,,,,,,,
5/31/22,Bronx,12,Individuals,,,102,,,,185
5/31/22,Brooklyn,1,Individuals,,153,772,35,,,
5/31/22,Brooklyn,2,Individuals,,144,332,,,,72
5/31/22,Brooklyn,3,Individuals,,,519,,,,263
5/31/22,Brooklyn,4,Individuals,,,269,128,,,821
5/31/22,Brooklyn,5,Individuals,,,593,243,,,498
5/31/22,Brooklyn,6,Individuals,,95,250,269,,,456
5/31/22,Brooklyn,7,Individuals,,,202,499,,,308
5/31/22,Brooklyn,8,Individuals,,,210,86,,,410
5/31/22,Brooklyn,9,Individuals,,,254,,,,398
5/31/22,Brooklyn,10,Individuals,,,,,,,
5/31/22,Brooklyn,11,Individuals,,,,,,,
5/31/22,Brooklyn,12,Individuals,,,123,,,,142
5/31/22,Brooklyn,13,Individuals,,,,60,,,406
5/31/22,Brooklyn,14,Individuals,,,25,,,,91
5/31/22,Brooklyn,15,Individuals,,,,,,,193
5/31/22,Brooklyn,16,Individuals,,,582,472,,,2278
5/31/22,Brooklyn,17,Individuals,,,,,,,1046
5/31/22,Brooklyn,18,Individuals,,351,,,,,574
5/31/22,Manhattan,1,Individuals,,,,175,,,
5/31/22,Manhattan,2,Individuals,,,,,,,
5/31/22,Manhattan,3,Individuals,,,469,230,,,326
5/31/22,Manhattan,4,Individuals,,,372,37,,,
5/31/22,Manhattan,5,Individuals,,323,26,54,,,368
5/31/22,Manhattan,6,Individuals,,,612,,,,
5/31/22,Manhattan,7,Individuals,,197,148,,,,574
5/31/22,Manhattan,8,Individuals,,,35,,,,
5/31/22,Manhattan,9,Individuals,,,,,,,579
5/31/22,Manhattan,10,Individuals,,,724,,,,556
5/31/22,Manhattan,11,Individuals,,,1090,,,,531
5/31/22,Manhattan,12,Individuals,,,313,,,,
5/31/22,Queens,1,Individuals,,,187,199,,,352
5/31/22,Queens,2,Individuals,,291,,148,,,285
5/31/22,Queens,3,Individuals,,,,157,,,822
5/31/22,Queens,4,Individuals,,,,244,,,514
5/31/22,Queens,5,Individuals,,,166,,,,280
5/31/22,Queens,6,Individuals,,,,,,,
5/31/22,Queens,7,Individuals,,,309,,,,
5/31/22,Queens,8,Individuals,,,,,,,300
5/31/22,Queens,9,Individuals,,,106,,,,
5/31/22,Queens,10,Individuals,,,170,58,,,
5/31/22,Queens,11,Individuals,,,,,,,
5/31/22,Queens,12,Individuals,,281,279,136,,,1440
5/31/22,Queens,13,Individuals,,,34,640,,,843
5/31/22,Queens,14,Individuals,,254,65,87,,,161
5/31/22,Staten Island,1,Individuals,,,,,,,130
5/31/22,Staten Island,2,Individuals,,,,,,,
5/31/22,Staten Island,3,Individuals,,,,,,,
7/31/22,Bronx,1,Individuals,,,436,169,,,1100
7/31/22,Bronx,2,Individuals,,162,,,,,885
7/31/22,Bronx,3,Individuals,,,665,99,,,1351
7/31/22,Bronx,4,Individuals,,,369,,,132,2279
7/31/22,Bronx,5,Individuals,,179,523,,,,1340
7/31/22,Bronx,6,Individuals,,,45,,,,2389
7/31/22,Bronx,7,Individuals,,,532,,,,465
7/31/22,Bronx,8,Individuals,,,,,,,227
7/31/22,Bronx,9,Individuals,,,261,,,,1210
7/31/22,Bronx,10,Individuals,,,,,,,590
7/31/22,Bronx,11,Individuals,,,,,,,
7/31/22,Bronx,12,Individuals,,,102,,,,172
7/31/22,Brooklyn,1,Individuals,,171,782,41,,,226
7/31/22,Brooklyn,2,Individuals,,168,334,,,,76
7/31/22,Brooklyn,3,Individuals,,,531,,,,481
7/31/22,Brooklyn,4,Individuals,,,297,132,,,847
7/31/22,Brooklyn,5,Individuals,,,664,241,,,530
7/31/22,Brooklyn,6,Individuals,,103,258,274,,,554
7/31/22,Brooklyn,7,Individuals,,,219,522,,,373
7/31/22,Brooklyn,8,Individuals,,,384,89,,,421
7/31/22,Brooklyn,9,Individuals,,,278,,,,431
7/31/22,Brooklyn,10,Individuals,,,,,,,
7/31/22,Brooklyn,11,Individuals,,,,,,,
7/31/22,Brooklyn,12,Individuals,,,120,,,,139
7/31/22,Brooklyn,13,Individuals,,,,51,,,449
7/31/22,Brooklyn,14,Individuals,,,35,,,,88
7/31/22,Brooklyn,15,Individuals,,,,,,,197
7/31/22,Brooklyn,16,Individuals,,,610,468,,,2404
7/31/22,Brooklyn,17,Individuals,,,,,,,1070
7/31/22,Brooklyn,18,Individuals,,354,,,,,592
7/31/22,Manhattan,1,Individuals,,,,20,,,
7/31/22,Manhattan,2,Individuals,,,,,,,
7/31/22,Manhattan,3,Individuals,,,409,230,,,328
7/31/22,Manhattan,4,Individuals,,,374,98,,740,
7/31/22,Manhattan,5,Individuals,,299,26,52,,,364
7/31/22,Manhattan,6,Individuals,,,681,,,291,
7/31/22,Manhattan,7,Individuals,,197,62,,,,584
7/31/22,Manhattan,8,Individuals,,,27,,,,
7/31/22,Manhattan,9,Individuals,,,,,,,760
7/31/22,Manhattan,10,Individuals,,,593,,,,664
7/31/22,Manhattan,11,Individuals,,,1191,,,,572
7/31/22,Manhattan,12,Individuals,,,312,,,,
7/31/22,Queens,1,Individuals,,,195,138,,78,356
7/31/22,Queens,2,Individuals,,290,,208,,,297
7/31/22,Queens,3,Individuals,,49,,172,,,869
7/31/22,Queens,4,Individuals,,,,238,,,552
7/31/22,Queens,5,Individuals,,,190,,,,286
7/31/22,Queens,6,Individuals,,,,,,,
7/31/22,Queens,7,Individuals,,,301,,,,
7/31/22,Queens,8,Individuals,,,,,,,303
7/31/22,Queens,9,Individuals,,,106,,,,
7/31/22,Queens,10,Individuals,,,169,77,,174,
7/31/22,Queens,11,Individuals,,,,,,,
7/31/22,Queens,12,Individuals,,293,282,136,,,1458
7/31/22,Queens,13,Individuals,,,35,555,,,860
7/31/22,Queens,14,Individuals,,310,81,92,,,177
7/31/22,Staten Island,1,Individuals,,,,,,,148
7/31/22,Staten Island,2,Individuals,,,,,,,
7/31/22,Staten Island,3,Individuals,,,,,,,
7/31/18,Bronx,1,Individuals,,183,219,,169,74,1206
7/31/18,Bronx,2,Individuals,,184,,,244,,960
7/31/18,Bronx,3,Individuals,,146,424,,260,280,1347
7/31/18,Bronx,4,Individuals,,,419,62,1655,,1970
7/31/18,Bronx,5,Individuals,,264,493,,925,,1045
7/31/18,Bronx,6,Individuals,,52,120,69,524,,2161
7/31/18,Bronx,7,Individuals,,96,391,,395,,320
7/31/18,Bronx,8,Individuals,,,,,,,274
7/31/18,Bronx,9,Individuals,,,101,,561,,212
7/31/18,Bronx,10,Individuals,,,,,,,575
7/31/18,Bronx,11,Individuals,,,,,,,
7/31/18,Bronx,12,Individuals,,,98,,270,,299
7/31/18,Brooklyn,1,Individuals,,164,682,,,109,
7/31/18,Brooklyn,2,Individuals,,205,386,,,,71
7/31/18,Brooklyn,3,Individuals,,,562,,242,171,647
7/31/18,Brooklyn,4,Individuals,,,364,65,60,175,811
7/31/18,Brooklyn,5,Individuals,,,849,259,2,238,819
7/31/18,Brooklyn,6,Individuals,,,97,286,,,
7/31/18,Brooklyn,7,Individuals,,,188,88,,538,13
7/31/18,Brooklyn,8,Individuals,,48,571,,40,116,518
7/31/18,Brooklyn,9,Individuals,,,362,,24,,428
7/31/18,Brooklyn,10,Individuals,,,,,,,
7/31/18,Brooklyn,11,Individuals,,,,,,,
7/31/18,Brooklyn,12,Individuals,,,,,,,164
7/31/18,Brooklyn,13,Individuals,,,,,,77,
7/31/18,Brooklyn,14,Individuals,,,,,,,98
7/31/18,Brooklyn,15,Individuals,,40,,,,,211
7/31/18,Brooklyn,16,Individuals,,,664,118,21,352,2486
7/31/18,Brooklyn,17,Individuals,,,,137,11,,796
7/31/18,Brooklyn,18,Individuals,,361,,,,,865
7/31/18,Manhattan,1,Individuals,,,,,,132,
7/31/18,Manhattan,2,Individuals,,,,,,,
7/31/18,Manhattan,3,Individuals,,,882,244,36,231,383
7/31/18,Manhattan,4,Individuals,,304,267,,,596,
7/31/18,Manhattan,5,Individuals,,260,,,,1796,324
7/31/18,Manhattan,6,Individuals,,,989,,,,
7/31/18,Manhattan,7,Individuals,,186,309,,,110,606
7/31/18,Manhattan,8,Individuals,,,78,,,,
7/31/18,Manhattan,9,Individuals,,67,,,55,,792
7/31/18,Manhattan,10,Individuals,,398,558,,46,,851
7/31/18,Manhattan,11,Individuals,,,1144,,255,,686
7/31/18,Manhattan,12,Individuals,,,289,,,120,
7/31/18,Queens,1,Individuals,,,200,,,227,335
7/31/18,Queens,2,Individuals,,106,,53,,332,230
7/31/18,Queens,3,Individuals,,,,90,,,881
7/31/18,Queens,4,Individuals,,,,135,,109,369
7/31/18,Queens,5,Individuals,,,,94,,,
7/31/18,Queens,6,Individuals,,,,,,,
7/31/18,Queens,7,Individuals,,,100,,,137,
7/31/18,Queens,8,Individuals,,,,,,,318
7/31/18,Queens,9,Individuals,,,,,,206,
7/31/18,Queens,10,Individuals,391,,174,64,,408,
7/31/18,Queens,11,Individuals,,,,,,,
7/31/18,Queens,12,Individuals,,275,357,825,,745,1049
7/31/18,Queens,13,Individuals,,,,430,,302,761
7/31/18,Queens,14,Individuals,,302,,,,166,
7/31/18,Staten Island,1,Individuals,,,,,,,141
7/31/18,Staten Island,2,Individuals,,,,,,,
7/31/18,Staten Island,3,Individuals,,,,,,,
8/31/18,Bronx,1,Individuals,,184,212,,160,76,1231
8/31/18,Bronx,2,Individuals,,188,,,266,,967
8/31/18,Bronx,3,Individuals,,154,426,,242,300,1361
8/31/18,Bronx,4,Individuals,,,431,74,1601,,1947
8/31/18,Bronx,5,Individuals,,264,492,,898,,1067
8/31/18,Bronx,6,Individuals,,84,121,80,544,,2252
8/31/18,Bronx,7,Individuals,,95,539,,409,,336
8/31/18,Bronx,8,Individuals,,,,,,,272
8/31/18,Bronx,9,Individuals,,,100,,526,,223
8/31/18,Bronx,10,Individuals,,,,,,,578
8/31/18,Bronx,11,Individuals,,,,,,,
8/31/18,Bronx,12,Individuals,,,107,,277,,300
8/31/18,Brooklyn,1,Individuals,,172,668,,,105,
8/31/18,Brooklyn,2,Individuals,,191,383,,,,72
8/31/18,Brooklyn,3,Individuals,,,558,,233,205,704
8/31/18,Brooklyn,4,Individuals,,,363,65,64,181,796
8/31/18,Brooklyn,5,Individuals,,,843,259,,238,830
8/31/18,Brooklyn,6,Individuals,,,96,278,,,
8/31/18,Brooklyn,7,Individuals,,,182,87,,554,13
8/31/18,Brooklyn,8,Individuals,,50,543,,42,126,517
8/31/18,Brooklyn,9,Individuals,,,345,,20,,438
8/31/18,Brooklyn,10,Individuals,,,,,,,
8/31/18,Brooklyn,11,Individuals,,,,,,,
8/31/18,Brooklyn,12,Individuals,,,,,,,155
8/31/18,Brooklyn,13,Individuals,,,,,,68,
8/31/18,Brooklyn,14,Individuals,,,,,,,97
8/31/18,Brooklyn,15,Individuals,,,,,,,218
8/31/18,Brooklyn,16,Individuals,,,663,120,17,374,2508
8/31/18,Brooklyn,17,Individuals,,,,133,,,820
8/31/18,Brooklyn,18,Individuals,,373,,,,,871
8/31/18,Manhattan,1,Individuals,,,,,,140,
8/31/18,Manhattan,2,Individuals,,,,,,,
8/31/18,Manhattan,3,Individuals,,,876,239,40,222,367
8/31/18,Manhattan,4,Individuals,,300,263,,,624,
8/31/18,Manhattan,5,Individuals,,281,,,,1815,335
8/31/18,Manhattan,6,Individuals,,,991,,,,
8/31/18,Manhattan,7,Individuals,,176,304,,,112,579
8/31/18,Manhattan,8,Individuals,,,80,,,,
8/31/18,Manhattan,9,Individuals,,75,,,50,,798
8/31/18,Manhattan,10,Individuals,,400,553,,50,,887
8/31/18,Manhattan,11,Individuals,,,1167,,268,,663
8/31/18,Manhattan,12,Individuals,,,286,,,121,
8/31/18,Queens,1,Individuals,,,199,,,260,351
8/31/18,Queens,2,Individuals,,204,,,,351,233
8/31/18,Queens,3,Individuals,,,,87,,,878
8/31/18,Queens,4,Individuals,,,,134,,120,321
8/31/18,Queens,5,Individuals,,,,103,,,
8/31/18,Queens,6,Individuals,,,,,,,
8/31/18,Queens,7,Individuals,,,97,,,119,
8/31/18,Queens,8,Individuals,,,,,,,321
8/31/18,Queens,9,Individuals,,,,,,227,
8/31/18,Queens,10,Individuals,395,,169,64,,435,
8/31/18,Queens,11,Individuals,,,,,,,
8/31/18,Queens,12,Individuals,,264,356,773,,811,1060
8/31/18,Queens,13,Individuals,,,,432,,327,828
8/31/18,Queens,14,Individuals,,322,,,,162,
8/31/18,Staten Island,1,Individuals,,,,,,,139
8/31/18,Staten Island,2,Individuals,,,,,,,
8/31/18,Staten Island,3,Individuals,,,,,,,
9/30/18,Bronx,1,Individuals,,172,220,,170,80,1223
9/30/18,Bronx,2,Individuals,,188,,,290,,953
9/30/18,Bronx,3,Individuals,,162,426,,270,302,1342
9/30/18,Bronx,4,Individuals,,,438,74,1617,,1984
9/30/18,Bronx,5,Individuals,,271,496,,908,,1074
9/30/18,Bronx,6,Individuals,,96,119,77,556,,2246
9/30/18,Bronx,7,Individuals,,102,615,,384,,326
9/30/18,Bronx,8,Individuals,,,,,,,265
9/30/18,Bronx,9,Individuals,,,101,,493,,232
9/30/18,Bronx,10,Individuals,,,,,,,593
9/30/18,Bronx,11,Individuals,,,,,,,
9/30/18,Bronx,12,Individuals,,,108,,275,,294
9/30/18,Brooklyn,1,Individuals,,144,684,,,107,
9/30/18,Brooklyn,2,Individuals,,208,389,,,,77
9/30/18,Brooklyn,3,Individuals,,,566,,247,197,700
9/30/18,Brooklyn,4,Individuals,,,371,66,57,179,785
9/30/18,Brooklyn,5,Individuals,,,871,258,,253,844
9/30/18,Brooklyn,6,Individuals,,,99,286,,,
9/30/18,Brooklyn,7,Individuals,,,186,88,,547,13
9/30/18,Brooklyn,8,Individuals,,60,578,,42,121,513
9/30/18,Brooklyn,9,Individuals,,,357,,22,,438
9/30/18,Brooklyn,10,Individuals,,,,,,,
9/30/18,Brooklyn,11,Individuals,,,,,,,
9/30/18,Brooklyn,12,Individuals,,,,,,,158
9/30/18,Brooklyn,13,Individuals,,,,,,72,
9/30/18,Brooklyn,14,Individuals,,,,,,,96
9/30/18,Brooklyn,15,Individuals,,,,,,,217
9/30/18,Brooklyn,16,Individuals,,,659,114,19,378,2596
9/30/18,Brooklyn,17,Individuals,,,,138,,,858
9/30/18,Brooklyn,18,Individuals,,370,,,,,882
9/30/18,Manhattan,1,Individuals,,,,,,143,
9/30/18,Manhattan,2,Individuals,,,,,,,
9/30/18,Manhattan,3,Individuals,,,898,244,37,229,369
9/30/18,Manhattan,4,Individuals,,300,266,,,622,
9/30/18,Manhattan,5,Individuals,,299,,,,1865,352
9/30/18,Manhattan,6,Individuals,,,987,,,,
9/30/18,Manhattan,7,Individuals,,172,312,,,115,583
9/30/18,Manhattan,8,Individuals,,,80,,,,
9/30/18,Manhattan,9,Individuals,,74,,,55,,779
9/30/18,Manhattan,10,Individuals,,397,566,,45,,863
9/30/18,Manhattan,11,Individuals,,,1167,,248,,666
9/30/18,Manhattan,12,Individuals,,,290,,,108,
9/30/18,Queens,1,Individuals,,,199,,,255,365
9/30/18,Queens,2,Individuals,,249,,,,472,231
9/30/18,Queens,3,Individuals,,,,87,,,845
9/30/18,Queens,4,Individuals,,,,136,,130,405
9/30/18,Queens,5,Individuals,,,,101,,,
9/30/18,Queens,6,Individuals,,,,,,,
9/30/18,Queens,7,Individuals,,,101,,,124,
9/30/18,Queens,8,Individuals,,,,,,,316
9/30/18,Queens,9,Individuals,,,,,,233,
9/30/18,Queens,10,Individuals,393,,174,63,,442,
9/30/18,Queens,11,Individuals,,,,,,,
9/30/18,Queens,12,Individuals,,268,355,850,,811,1067
9/30/18,Queens,13,Individuals,,,,425,,334,797
9/30/18,Queens,14,Individuals,,309,,,,184,
9/30/18,Staten Island,1,Individuals,,,,,,,136
9/30/18,Staten Island,2,Individuals,,,,,,,
9/30/18,Staten Island,3,Individuals,,,,,,,
10/31/18,Bronx,1,Individuals,,182,223,,173,79,1210
10/31/18,Bronx,2,Individuals,,200,,,252,,974
10/31/18,Bronx,3,Individuals,,166,429,,261,296,1363
10/31/18,Bronx,4,Individuals,,,433,76,1594,,1962
10/31/18,Bronx,5,Individuals,,269,493,,921,,1060
10/31/18,Bronx,6,Individuals,,104,124,80,553,,2293
10/31/18,Bronx,7,Individuals,,112,628,,395,,326
10/31/18,Bronx,8,Individuals,,,,,,,274
10/31/18,Bronx,9,Individuals,,,99,,500,,227
10/31/18,Bronx,10,Individuals,,,,,,,591
10/31/18,Bronx,11,Individuals,,,,,,,
10/31/18,Bronx,12,Individuals,,,108,,272,,294
10/31/18,Brooklyn,1,Individuals,,166,702,,,105,
10/31/18,Brooklyn,2,Individuals,,205,389,,,,76
