LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
1410948401,02/01/2021,1084,PPS,RED ROBIN ALASKA INC.,4450 Cordova St Ste 200,Anchorage,AK,99503-7273,01/06/2022,Paid in Full,60,100,424333.0,424333.0,0,Red Robin,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-7273,AK-,33,722511.0,Unanswered,Not Hispanic or Latino,1.0,424330.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,427925.3,12/23/2021
2045727208,04/15/2020,1084,PPP,STUAQPAK INC,310 K Street Suite 401,ANCHORAGE,AK,99501,04/08/2021,Paid in Full,24,100,424000.0,424000.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,New Business or 2 years or less,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,51,445110.0,Unanswered,Not Hispanic or Latino,,339200.0,,84800.0,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Veteran,,427798.58,03/18/2021
5231877008,04/05/2020,1084,PPP,ALASKA SAUSAGE CO INC,2914 ARCTIC BLVD,ANCHORAGE,AK,99503-3811,06/22/2021,Paid in Full,24,100,423000.0,423000.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-3811,AK-,43,445210.0,White,Unknown/NotStated,,423000.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,427299.53,04/30/2021
2021547404,05/05/2020,1084,PPP,ORION CONSTRUCTION INC,3038 N CARIBOU ST,WASILLA,AK,99654,02/23/2021,Paid in Full,24,100,422873.12,422873.12,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,WASILLA,MATANUSKA SUSITNA,AK,99654-0001,AK-,26,236220.0,Unanswered,Unknown/NotStated,,422873.12,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,425850.61,01/20/2021
6261567004,04/06/2020,1084,PPP,"SPINELL HOMES, INC.",1900 NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99517-3342,02/20/2021,Paid in Full,24,100,422322.0,422322.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99517-3342,AK-,25,236117.0,White,Not Hispanic or Latino,,422322.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Unanswered,,425527.02,01/20/2021
5734247205,04/27/2020,1084,PPP,CHUGIAK SENIOR CITIZENS INC,22424 Birchwood Loop Rd,CHUGIAK,AK,99567,02/06/2021,Paid in Full,24,100,421827.35,421827.35,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,CHUGIAK,ANCHORAGE,AK,99567-0001,AK-,59,623312.0,Unanswered,Unknown/NotStated,19827.35,354000.0,,,,48000.0,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,424913.05,01/25/2021
8165518300,01/29/2021,1084,PPS,"MALEMUTE, INC.",3175 College Rd # 1,Fairbanks,AK,99709-3703,12/16/2021,Paid in Full,60,100,421682.03,421682.03,0,,3495,Denali State Bank,119 N Cushman St,FAIRBANKS,AK,99701-2879,R,N,N,Existing or more than 2 years old,Fairbanks,FAIRBANKS NORTH STAR,AK,99709-3703,AK-,40,722513.0,Unanswered,Unknown/NotStated,1.0,421676.03,,,,,,Corporation,3495,Denali State Bank,FAIRBANKS,AK,Male Owned,Non-Veteran,,424809.51,11/17/2021
5167358409,02/08/2021,1084,PPS,PEPPERS NORTH LLC,800 E Dimond Blvd,Anchorage,AK,99515-2039,11/05/2021,Paid in Full,24,100,420934.0,420934.0,0,Chili's Grill & Bar,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99515-2039,AK-,47,722511.0,White,Not Hispanic or Latino,1.0,420931.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,423759.45,10/27/2021
4785007002,04/04/2020,1084,PPP,NORTECH INC,2400 College Road,FAIRBANKS,AK,99709-3754,12/18/2021,Paid in Full,24,100,420800.0,420800.0,0,,3498,Mt. McKinley Bank,500 Fourth Ave,FAIRBANKS,AK,99701-4714,R,N,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99709-3754,AK-,22,541330.0,White,Not Hispanic or Latino,,420800.0,,,,,,Corporation,3498,Mt. McKinley Bank,FAIRBANKS,AK,Male Owned,Non-Veteran,,358432.9,11/10/2020
1422467204,04/15/2020,1084,PPP,"GOURMENT VENTURES, INC.",4450 CORDOVA STREET STE 200,ANCHORAGE,AK,99503,02/06/2021,Paid in Full,24,100,417714.0,417714.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-0100,AK-,61,722511.0,Unanswered,Not Hispanic or Latino,24192.0,321522.0,,72000.0,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,420918.38,01/28/2021
7740898900,05/07/2021,1084,PPS,SCHILLING ALASKA INC.,47 Spur View Dr,Kenai,AK,99611-6879,05/18/2022,Paid in Full,60,100,417658.0,417658.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,R,Y,N,Existing or more than 2 years old,Kenai,KENAI PENINSULA,AK,99611-6879,AK-,54,721110.0,Unanswered,Unknown/NotStated,1.0,417656.0,,,,,,Subchapter S Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,421388.32,04/06/2022
7868648502,03/08/2021,1084,PPS,BIG DIPPER CONSTRUCTION INC,415 S Talkeetna St,Wasilla,AK,99654-8112,07/02/2022,Paid in Full,60,100,417552.0,417552.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,Y,Existing or more than 2 years old,Wasilla,MATANUSKA SUSITNA,AK,99654-8112,AK-,16,237110.0,Unanswered,Unknown/NotStated,,417552.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,422516.86,06/02/2022
1872127204,04/15/2020,1084,PPP,GBR EQUIPMENT INC,6300 PETERSBURG STREET,ANCHORAGE,AK,99507,09/08/2021,Paid in Full,24,100,417227.55,417227.55,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-0001,AK-,23,213112.0,White,Unknown/NotStated,6938.26,333782.05,,76507.24,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,422840.12,08/26/2021
4817178510,02/26/2021,1084,PPS,GBR EQUIPMENT INC.,6300 Petersburg St,Anchorage,AK,99507-2009,03/08/2022,Paid in Full,60,100,417227.0,417227.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99507-2009,AK-,14,213112.0,White,Unknown/NotStated,1.0,417225.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,420987.76,01/31/2022
8459767206,04/28/2020,1084,PPP,ALASKA EMERGENCY MEDICINE ASSOCIATES LLC,PMB 967 2440 E Tudor Road,ANCHORAGE,AK,99507,05/13/2021,Paid in Full,24,100,416666.67,416666.67,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-0001,AK-,20,621111.0,Unanswered,Unknown/NotStated,,416666.67,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,420662.03,04/16/2021
6011697310,04/30/2020,1084,PPP,"YUKON RIVER TOWING, LLC",2909 Arctic Blvd,Anchorage,AK,99503,01/19/2022,Paid in Full,24,100,415700.0,415700.0,0,,79430,Banner Bank,10 S First Ave,WALLA WALLA,WA,99362-1942,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-0100,AK-,33,483211.0,White,Not Hispanic or Latino,,415700.0,,,,,,Limited  Liability Company(LLC),79430,Banner Bank,WALLA WALLA,WA,Male Owned,Non-Veteran,,413814.91,10/04/2021
4337308502,02/25/2021,1084,PPS,CAPTAIN PATTIES FISH HOUSE INC.,4241 Homer Spit Rd,Homer,AK,99603-8035,03/12/2021,Paid in Full,60,100,415558.0,415558.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,Homer,KENAI PENINSULA,AK,99603-8035,AK-,43,722511.0,White,Not Hispanic or Latino,1.0,415552.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Non-Veteran,,420385.3,05/03/2022
2541827104,04/10/2020,1084,PPP,ALASKA SCRAP & RECYCLING,720 WHITNEY RD,ANCHORAGE,AK,99501-1624,03/12/2021,Paid in Full,24,100,415481.3,415481.3,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-1624,AK-,25,423930.0,Unanswered,Unknown/NotStated,13484.25,332385.05,,69612.0,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,418964.51,02/18/2021
8790397006,04/08/2020,1084,PPP,"MARKET BASKET, INC.",246 ILLINOIS ST STE B,FAIRBANKS,AK,99701-2909,12/17/2020,Paid in Full,24,100,415293.0,415293.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701-2909,AK-,57,445110.0,Unanswered,Unknown/NotStated,,415293.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,417739.25,11/24/2020
4024207107,04/12/2020,1084,PPP,HEALTH QUEST THERAPY INC.,650 N SHORELINE DR,WASILLA,AK,99654-6677,03/12/2021,Paid in Full,24,100,415111.04,415111.04,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,WASILLA,MATANUSKA SUSITNA,AK,99654-6677,AK-,21,621340.0,Unanswered,Unknown/NotStated,3150.0,332088.84,,13000.0,,66872.2,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,418375.06,02/02/2021
8552477000,04/08/2020,1084,PPP,"NORTHERN ADJUSTERS, INC.",1401 Rudakof Circle,ANCHORAGE,AK,99508-3108,05/21/2021,Paid in Full,24,100,415000.0,415000.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99508-3108,AK-,27,524291.0,Unanswered,Unknown/NotStated,,415000.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,418922.6,04/02/2021
2547027210,04/16/2020,1084,PPP,DIMOND CENTER HOLDINGS LLC,800 E Dimond Blvd Suite 3-500,ANCHORAGE,AK,99515,12/04/2021,Paid in Full,24,100,414565.95,414565.95,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-0001,AK-,27,531190.0,Unanswered,Unknown/NotStated,,414565.95,,,,,,Limited Liability Partnership,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,420971.85,11/10/2021
1047747104,04/09/2020,1084,PPP,ALASKA EXECUTIVE SEARCH INC,821 L STREET SUITE 201,ANCHORAGE,AK,99501-3337,12/04/2020,Paid in Full,24,100,414352.0,414352.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,New Business or 2 years or less,ANCHORAGE,ANCHORAGE,AK,99501-3337,AK-,89,561330.0,White,Not Hispanic or Latino,20000.0,331481.6,,32000.0,,30870.4,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Non-Veteran,,416894.87,11/30/2020
6917258310,01/27/2021,1084,PPS,MILLER'S LANDING INC,13890 beach dr,seward,AK,99664,11/03/2021,Paid in Full,60,100,414032.0,414032.0,0,,90739,Alaska USA FCU,4000 Credit Union Dr,ANCHORAGE,AK,99503-6636,R,Y,N,Existing or more than 2 years old,seward,KENAI PENINSULA,AK,99664,AK-,35,721211.0,Unanswered,Unknown/NotStated,,414032.0,,,,,,Corporation,90739,Alaska USA FCU,ANCHORAGE,AK,Unanswered,Unanswered,,416992.61,10/25/2021
1664687900,06/10/2020,1084,PPP,"ALASKA TIRE SERVICE, INC.",2330 E. 88TH AVE,ANCHORAGE,AK,99507-3810,01/16/2021,Paid in Full,60,100,413630.0,413630.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-3810,AK-,50,441320.0,Unanswered,Unknown/NotStated,,413630.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,415613.16,12/15/2020
8588597003,04/08/2020,1084,PPP,"SMITH CABLE SYSTEMS, INC.",2220 CINNABAR LOOP,ANCHORAGE,AK,99507-3151,12/17/2020,Paid in Full,24,100,425000.0,413456.15,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-3151,AK-,23,238210.0,Unanswered,Unknown/NotStated,,413456.15,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,415766.97,11/12/2020
2235517107,04/10/2020,1084,PPP,THE FORAKER GROUP,161 klevin ST,ANCHORAGE,AK,99507-1508,02/06/2021,Paid in Full,24,100,413362.0,413362.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-1508,AK-,29,812990.0,Unanswered,Unknown/NotStated,3362.0,400000.0,10000.0,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,416499.02,01/20/2021
3927738301,01/22/2021,1084,PPS,PAYLESS USED CAR SALES LLC.,919 E 5th Ave,Anchorage,AK,99501-2736,01/08/2022,Paid in Full,60,100,413301.15,413301.15,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-2736,AK-,38,441120.0,Asian,Not Hispanic or Latino,1.0,413299.15,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,417037.85,12/29/2021
1107627106,04/09/2020,1084,PPP,CHENA OBSTETRICS & GYNECOLOGY PC,1919 LATHROP STREET SUITE 222,FAIRBANKS,AK,99701-5930,01/08/2021,Paid in Full,24,100,413085.0,413085.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,N,Y,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701-5930,AK-,27,621111.0,Unanswered,Unknown/NotStated,,330468.0,,82617.0,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,415891.71,12/22/2020
4925108410,02/07/2021,1084,PPS,GMW FIRE PROTECTION INC.,6108 Mackay St,Anchorage,AK,99518-1738,01/06/2022,Paid in Full,60,100,412637.0,412637.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1738,AK-,20,922160.0,White,Not Hispanic or Latino,1.0,412635.0,,,,,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,416130.28,12/23/2021
6174977109,04/14/2020,1084,PPP,KATMAI INFORMATION TECHNOLOGIES LLC,11001 O'Malley Centre Dr Ste 204,ANCHORAGE,AK,99515-3096,07/22/2021,Paid in Full,24,100,412337.92,412337.92,0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-3096,AK-,21,551112.0,Unanswered,Unknown/NotStated,,412337.92,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,417091.26,06/11/2021
7751188404,02/12/2021,1084,PPS,COMMERCIAL CONTRACTORS INC,4920 Fairbanks St,Anchorage,AK,99503-7440,12/04/2021,Paid in Full,60,100,411130.0,411130.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-7440,AK-,25,238150.0,White,Not Hispanic or Latino,1.0,411128.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,414002.28,11/05/2021
9766347203,04/28/2020,1084,PPP,"COMMERICAL CONTRACTORS, INC.",4920 Fairbanks St,ANCHORAGE,AK,99503,07/08/2021,Paid in Full,24,100,411129.39,411129.39,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-0100,AK-,25,442210.0,White,Not Hispanic or Latino,,375992.64,,23526.0,,11610.75,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,415781.35,06/22/2021
5558007105,04/13/2020,1084,PPP,"ANCHORAGE SLEEP CENTER, LLC",510 WEST TUDOR ROAD SUITE 5,ANCHORAGE,AK,99503-6606,03/12/2021,Paid in Full,24,100,410138.27,410138.27,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-6606,AK-,25,621511.0,Unanswered,Unknown/NotStated,32027.66,328110.61,,50000.0,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,413351.96,02/02/2021
6453717006,04/06/2020,1084,PPP,"ARCTIC REFRIGERATION & AIR CONDITIONING, INC.",500 W Potter Dr.,ANCHORAGE,AK,99518-1145,12/17/2020,Paid in Full,24,100,409212.5,409212.5,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-1145,AK-,22,238220.0,Unanswered,Not Hispanic or Latino,,409212.5,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,411611.72,11/23/2020
8885688303,01/30/2021,1084,PPS,ARCTIC REFRIGERATION & AIR,500 W Potter Dr Ste 100,Anchorage,AK,99518-1145,10/13/2021,Paid in Full,60,100,409212.0,409212.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1145,AK-,22,238220.0,Unanswered,Not Hispanic or Latino,1.0,409208.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,411824.23,09/27/2021
5459327101,04/13/2020,1084,PPP,"KOMAN CONSTRUCTION, LLC","2700 Gambell St, Suite 401",ANCHORAGE,AK,99503-2833,12/24/2020,Paid in Full,24,100,409038.0,409038.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,Y,Unanswered,ANCHORAGE,ANCHORAGE,AK,99503-2833,AK-,42,238910.0,Unanswered,Unknown/NotStated,,409038.0,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,411346.54,11/17/2020
6267868607,03/23/2021,1084,PPS,IT LLC,1020 W 12th Ave,Anchorage,AK,99501-4577,,Exemption 4,24,100,408569.0,408569.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-4577,AK-,55,721110.0,Unanswered,Unknown/NotStated,,408569.0,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,,
3578758308,01/22/2021,1084,PPS,RAVEN ELECTRIC INC.,8015 Schoon St,Anchorage,AK,99518-3045,,Exemption 4,60,100,408200.0,408200.0,0,,90739,Alaska USA FCU,4000 Credit Union Dr,ANCHORAGE,AK,99503-6636,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-3045,AK-,22,238210.0,Unanswered,Unknown/NotStated,,408200.0,,,,,,Corporation,90739,Alaska USA FCU,ANCHORAGE,AK,Unanswered,Unanswered,,,
5449027101,04/13/2020,1084,PPP,RAVEN ELECTRIC INC,8015 School Street,ANCHORAGE,AK,99518,02/24/2021,Paid in Full,24,100,408200.0,408200.0,0,,90739,Alaska USA FCU,4000 Credit Union Dr,ANCHORAGE,AK,99503-6636,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-0517,AK-,20,238210.0,Unanswered,Unknown/NotStated,,408200.0,,,,,,Corporation,90739,Alaska USA FCU,ANCHORAGE,AK,Unanswered,Unanswered,,411487.97,02/11/2021
7153707006,04/07/2020,1084,PPP,"AROM, INC.","2841 DEBARR RD, SUITE 100",ANCHORAGE,AK,99508-2932,09/25/2021,Paid in Full,24,100,407958.62,407958.62,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99508-2932,AK-,22,621498.0,Unanswered,Unknown/NotStated,,407958.62,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,413513.56,08/31/2021
2558688505,02/20/2021,1084,PPS,HARBOR 360 LLC,600 Port Avenue,Seward,AK,99664,,Exemption 4,60,100,407700.0,407700.0,0,,378847,First Sound Bank,"925 Fourth Ave, Ste 2350",SEATTLE,WA,98104-1146,R,Y,N,Existing or more than 2 years old,Seward,KENAI PENINSULA,AK,99664,AK-,93,721110.0,Unanswered,Unknown/NotStated,1.0,407694.0,,,,,,Limited  Liability Company(LLC),378847,First Sound Bank,SEATTLE,WA,Unanswered,Unanswered,,,
2889858306,01/21/2021,1084,PPS,"TIMBERWOLF VENTURES, INC.",120 Mill St,Juneau,AK,99801-7743,04/08/2022,Paid in Full,60,100,407382.5,407382.5,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,Juneau,JUNEAU,AK,99801-7743,AK-,96,453220.0,Unanswered,Not Hispanic or Latino,1.0,407377.5,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,411802.32,03/01/2022
5405127007,04/05/2020,1084,PPP,"TIMBERWOLF VENTURES, INC.",120 Mill street,JUNEAU,AK,99801-7743,09/28/2021,Paid in Full,24,100,407381.0,407381.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-7743,AK-,96,453220.0,Unanswered,Not Hispanic or Latino,,407381.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,412928.08,08/31/2021
6338827009,04/06/2020,1084,PPP,THE CARPET MAN INC.,5830 E UPDRAFT RD,PALMER,AK,99645-8432,02/20/2021,Paid in Full,24,100,407347.4,407347.4,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,PALMER,MATANUSKA SUSITNA,AK,99645-8432,AK-,48,561740.0,White,Unknown/NotStated,,407347.4,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,410438.78,01/25/2021
8044917005,04/08/2020,1084,PPP,REBOUND SPORTS AND ORTHOPEDIC PHYSICAL THERAPY LLC,1980 W BENSON BLVD,ANCHORAGE,AK,99517-1913,04/21/2021,Paid in Full,24,100,407327.0,407327.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99517-1913,AK-,24,621340.0,Unanswered,Unknown/NotStated,,407327.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,411199.4,03/31/2021
6718028907,05/02/2021,1084,PPP,ALASKA'S BEST SEAFOOD LLC,1200 WOOD RIVER RD,Dillingham,AK,99576,,Exemption 4,60,100,406472.95,406472.95,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,Dillingham,DILLINGHAM,AK,99576,AK-,42,311710.0,White,Unknown/NotStated,,406468.95,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,,
4563108401,02/06/2021,1084,PPS,AMERICAN-BUCHER JV,3203 Peger Rd,Fairbanks,AK,99709-5456,02/10/2022,Paid in Full,60,100,405954.12,405954.12,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,Fairbanks,FAIRBANKS NORTH STAR,AK,99709-5456,AK-,31,238150.0,Unanswered,Unknown/NotStated,1.0,405948.12,,,,,,Partnership,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Unanswered,,409780.1,01/21/2022
